customer_id,name,age,gender,location,salary,signup_date,referral_source,customer_status,preferred_device,avg_session_time,app_version,total_purchases,total_spend
391,Customer_391,28,Male,Tier 2,79043.88,2024-12-14 00:07:28.144311,Social Media,Inactive,Desktop,24.75,v2.8.8,18,1245.25
392,Customer_392,31,Female,Tier 2,105553.29,2024-12-08 00:07:28.144311,Referral,Active,Tablet,28.53,v1.7.8,18,900.84
393,Customer_393,64,Male,Rural,79467.6,2024-11-17 00:07:28.144311,Social Media,Inactive,Tablet,23.26,v1.1.0,8,761.04
394,Customer_394,24,Male,Tier 1,72190.03,2024-11-03 00:07:28.144311,Organic,Active,Mobile,21.89,v1.3.5,3,564.27
395,Customer_395,47,Female,Metro,32817.25,2024-12-17 00:07:28.144311,Organic,Active,Tablet,18.25,v3.8.1,15,2843.82
396,Customer_396,48,Male,Metro,88076.24,2024-11-09 00:07:28.144311,Ad Campaign,Active,Mobile,25.71,v2.5.1,11,3068.42
397,Customer_397,53,Female,Tier 1,56019.0,2024-10-15 00:07:28.144311,Organic,Active,Tablet,29.69,v2.5.5,11,660.79
398,Customer_398,39,Non-binary,Metro,74945.28,2024-11-25 00:07:28.144311,Organic,Inactive,Tablet,25.24,v2.6.8,11,2789.56
399,Customer_399,50,Non-binary,Tier 1,65700.49,2024-12-23 00:07:28.144311,Social Media,New,Tablet,8.18,v3.1.5,4,1105.54
400,Customer_400,61,Non-binary,Tier 2,126663.39,2024-10-18 00:07:28.144311,Referral,Active,Mobile,17.59,v2.1.5,9,2214.91
401,Customer_401,38,Non-binary,Tier 2,144532.96,2024-12-11 00:07:28.144311,Referral,Active,Desktop,20.64,v1.5.4,4,963.69
402,Customer_402,49,Non-binary,Tier 1,90589.76,2024-12-10 00:07:28.144311,Referral,Active,Desktop,8.57,v2.2.5,11,1643.93
403,Customer_403,30,Male,Tier 2,134863.41,2024-12-17 00:07:28.144311,Referral,Active,Desktop,17.64,v1.2.7,15,2872.57
404,Customer_404,65,Male,Rural,53553.51,2024-10-15 00:07:28.144311,Referral,Active,Tablet,9.63,v1.4.0,9,2578.43
405,Customer_405,63,Male,Metro,141800.62,2024-09-27 00:07:28.144311,Organic,Active,Tablet,17.96,v1.3.8,10,2226.82
406,Customer_406,22,Non-binary,Metro,38532.35,2024-12-12 00:07:28.144311,Referral,Active,Tablet,21.81,v3.8.2,14,2147.88
407,Customer_407,49,Male,Rural,43020.69,2024-10-19 00:07:28.144311,Ad Campaign,Active,Desktop,14.83,v1.4.8,19,1800.4
408,Customer_408,64,Female,Tier 1,96400.61,2024-11-10 00:07:28.144311,Ad Campaign,Active,Desktop,15.93,v3.8.6,10,2609.39
409,Customer_409,56,Male,Tier 1,133659.95,2024-11-10 00:07:28.144311,Social Media,Active,Mobile,15.24,v3.5.6,18,2403.87
410,Customer_410,45,Non-binary,Metro,128239.53,2024-11-03 00:07:28.144311,Organic,Active,Mobile,22.3,v2.2.7,15,3284.1
411,Customer_411,40,Female,Tier 1,37578.25,2024-11-20 00:07:28.144311,Social Media,Inactive,Desktop,28.73,v1.7.4,8,816.63
412,Customer_412,40,Non-binary,Rural,115014.35,2024-12-02 00:07:28.144311,Social Media,Active,Desktop,13.75,v3.0.4,6,1130.21
413,Customer_413,62,Female,Rural,116495.28,2024-11-15 00:07:28.144311,Referral,Active,Tablet,6.08,v3.5.8,12,1837.21
414,Customer_414,38,Female,Rural,99314.03,2024-10-09 00:07:28.144311,Organic,Active,Mobile,27.8,v1.8.1,17,2615.93
415,Customer_415,28,Male,Metro,115499.08,2024-11-10 00:07:28.144311,Referral,Active,Desktop,9.36,v3.0.7,18,3715.57
416,Customer_416,66,Male,Rural,87779.01,2024-10-24 00:07:28.144311,Organic,Active,Mobile,17.36,v2.1.8,15,2988.54
417,Customer_417,36,Non-binary,Tier 2,99514.03,2024-11-01 00:07:28.144311,Referral,Active,Tablet,9.52,v2.7.6,17,2152.27
418,Customer_418,62,Female,Metro,75444.97,2024-11-07 00:07:28.144311,Referral,New,Tablet,24.32,v1.3.1,19,2661.78
419,Customer_419,48,Non-binary,Rural,104419.25,2024-12-16 00:07:28.144311,Organic,Active,Mobile,5.5,v3.8.3,4,658.52
420,Customer_420,37,Non-binary,Tier 1,135168.82,2024-12-12 00:07:28.144311,Social Media,Inactive,Tablet,10.21,v1.7.2,15,1949.04
421,Customer_421,26,Female,Metro,20120.82,2024-11-13 00:07:28.144311,Organic,Active,Mobile,21.87,v2.7.8,19,3383.02
422,Customer_422,40,Non-binary,Rural,124488.18,2024-10-01 00:07:28.144311,Referral,Active,Tablet,24.55,v3.8.1,19,2819.39
423,Customer_423,34,Male,Tier 1,145477.25,2024-10-16 00:07:28.144311,Referral,Active,Tablet,10.16,v1.2.5,18,3255.33
424,Customer_424,33,Male,Rural,123357.54,2024-10-31 00:07:28.144311,Referral,Inactive,Mobile,21.44,v3.2.0,15,2573.15
425,Customer_425,57,Non-binary,Rural,30712.78,2024-10-06 00:07:28.144311,Social Media,Active,Mobile,12.56,v1.6.1,3,260.02
426,Customer_426,41,Female,Tier 2,130932.8,2024-11-30 00:07:28.144311,Referral,Active,Desktop,17.76,v3.1.2,10,2653.55
427,Customer_427,31,Non-binary,Tier 1,30953.2,2024-11-01 00:07:28.144311,Social Media,Active,Desktop,25.3,v2.6.8,12,2715.12
428,Customer_428,25,Female,Rural,101247.37,2024-12-22 00:07:28.144311,Ad Campaign,Active,Desktop,22.94,v3.5.6,11,1084.97
429,Customer_429,28,Female,Metro,102686.15,2024-10-23 00:07:28.144311,Social Media,Active,Desktop,20.11,v3.4.2,19,5385.86
430,Customer_430,52,Female,Tier 2,111732.6,2024-10-25 00:07:28.144311,Referral,Active,Desktop,20.3,v2.1.5,14,3718.74
431,Customer_431,25,Non-binary,Tier 2,101851.68,2024-10-09 00:07:28.144311,Organic,Active,Mobile,8.48,v2.3.0,12,3527.34
432,Customer_432,32,Female,Metro,42307.53,2024-10-04 00:07:28.144311,Ad Campaign,Active,Desktop,17.64,v1.8.5,13,3843.9
433,Customer_433,19,Male,Metro,106209.01,2024-10-30 00:07:28.144311,Ad Campaign,Active,Mobile,15.27,v2.2.4,15,3949.66
434,Customer_434,66,Non-binary,Metro,55993.1,2024-12-23 00:07:28.144311,Social Media,Active,Tablet,23.66,v1.6.8,4,459.6
435,Customer_435,33,Non-binary,Metro,94198.99,2024-10-13 00:07:28.144311,Organic,Inactive,Tablet,5.01,v2.5.5,1,91.95
436,Customer_436,55,Non-binary,Tier 1,133905.02,2024-10-15 00:07:28.144311,Organic,Active,Mobile,7.98,v1.1.0,9,698.86
437,Customer_437,53,Female,Tier 1,50254.69,2024-09-29 00:07:28.144311,Ad Campaign,Active,Mobile,14.8,v2.5.0,4,886.51
438,Customer_438,59,Male,Tier 2,120513.86,2024-11-01 00:07:28.144311,Referral,New,Tablet,16.52,v3.6.7,17,5044.31
439,Customer_439,57,Female,Tier 1,121725.02,2024-10-18 00:07:28.144311,Ad Campaign,Active,Tablet,7.43,v1.8.2,18,982.24
440,Customer_440,37,Non-binary,Tier 1,148945.6,2024-11-01 00:07:28.144311,Organic,Active,Desktop,9.62,v2.8.6,2,281.64
441,Customer_441,46,Female,Tier 2,137688.87,2024-11-26 00:07:28.144311,Referral,Active,Tablet,26.0,v2.1.6,16,2058.52
442,Customer_442,40,Male,Tier 2,121810.99,2024-12-03 00:07:28.144311,Referral,Active,Desktop,13.16,v2.2.1,0,0.0
443,Customer_443,46,Female,Metro,42343.95,2024-12-24 00:07:28.144311,Referral,Active,Desktop,26.35,v2.0.3,9,1580.55
444,Customer_444,34,Male,Tier 2,135464.88,2024-11-11 00:07:28.144311,Organic,Active,Desktop,26.96,v1.3.6,18,4054.21
445,Customer_445,67,Male,Metro,85434.87,2024-10-16 00:07:28.144311,Ad Campaign,Active,Mobile,8.89,v1.5.2,17,1787.16
446,Customer_446,50,Non-binary,Tier 2,55618.45,2024-12-18 00:07:28.144311,Referral,Inactive,Tablet,23.37,v1.6.8,4,341.2
447,Customer_447,50,Non-binary,Tier 1,69610.14,2024-10-08 00:07:28.144311,Organic,Active,Desktop,20.71,v1.1.0,8,1462.22
448,Customer_448,24,Non-binary,Tier 1,101306.35,2024-10-04 00:07:28.144311,Referral,New,Mobile,19.05,v2.6.6,1,222.2
449,Customer_449,38,Female,Rural,37194.93,2024-10-12 00:07:28.144311,Referral,Active,Tablet,19.11,v1.0.1,1,144.56
450,Customer_450,67,Non-binary,Metro,64580.86,2024-09-29 00:07:28.144311,Social Media,New,Desktop,19.39,v3.8.4,15,1653.01
451,Customer_451,55,Male,Metro,90913.74,2024-12-08 00:07:28.144311,Social Media,Inactive,Tablet,14.93,v2.7.8,3,844.54
452,Customer_452,67,Female,Rural,112910.44,2024-10-01 00:07:28.144311,Organic,Active,Mobile,18.85,v1.0.1,9,824.02
453,Customer_453,54,Male,Tier 1,46164.29,2024-12-11 00:07:28.144311,Organic,Active,Tablet,17.55,v3.8.4,18,1291.99
454,Customer_454,43,Male,Tier 1,64477.24,2024-11-06 00:07:28.144311,Ad Campaign,Inactive,Desktop,13.79,v2.2.0,11,2645.98
455,Customer_455,66,Non-binary,Tier 2,76380.26,2024-10-31 00:07:28.144311,Ad Campaign,Active,Mobile,20.03,v2.3.7,0,0.0
456,Customer_456,27,Female,Rural,70370.64,2024-10-14 00:07:28.144311,Organic,Active,Tablet,20.87,v3.8.6,0,0.0
457,Customer_457,62,Non-binary,Tier 2,145745.25,2024-11-29 00:07:28.144311,Referral,Active,Tablet,12.49,v2.0.7,1,216.68
458,Customer_458,38,Female,Tier 1,147046.9,2024-10-07 00:07:28.144311,Organic,Active,Tablet,8.46,v2.3.3,13,2600.82
459,Customer_459,29,Female,Rural,146803.35,2024-12-09 00:07:28.144311,Referral,Active,Mobile,17.89,v1.3.5,17,2243.33
460,Customer_460,47,Male,Tier 2,44925.71,2024-11-07 00:07:28.144311,Referral,Active,Desktop,26.29,v1.6.4,10,1185.3
461,Customer_461,20,Female,Metro,111858.54,2024-11-18 00:07:28.144311,Organic,Active,Mobile,12.16,v2.4.7,10,2260.84
462,Customer_462,59,Male,Tier 2,59814.83,2024-12-11 00:07:28.144311,Ad Campaign,Inactive,Desktop,11.47,v1.0.0,2,251.39
463,Customer_463,68,Male,Rural,27450.34,2024-11-13 00:07:28.144311,Organic,Active,Mobile,20.43,v2.4.2,1,80.35
464,Customer_464,27,Female,Tier 1,44963.04,2024-11-04 00:07:28.144311,Referral,Active,Desktop,11.22,v2.7.4,3,298.17
465,Customer_465,37,Male,Tier 1,76711.98,2024-12-11 00:07:28.144311,Social Media,Active,Mobile,25.13,v2.6.3,6,731.82
466,Customer_466,43,Female,Tier 1,24772.68,2024-11-11 00:07:28.144311,Ad Campaign,Active,Desktop,6.02,v2.0.2,17,1118.2
467,Customer_467,68,Female,Rural,146419.98,2024-10-16 00:07:28.144311,Organic,Active,Desktop,17.09,v3.1.7,19,4927.99
468,Customer_468,65,Female,Tier 2,53195.94,2024-11-03 00:07:28.144311,Ad Campaign,New,Tablet,16.66,v3.1.8,19,2968.53
469,Customer_469,40,Male,Tier 2,25869.68,2024-11-22 00:07:28.144311,Organic,Active,Desktop,15.54,v2.3.2,18,3499.26
470,Customer_470,35,Female,Tier 1,61019.31,2024-11-25 00:07:28.144311,Social Media,Active,Desktop,24.16,v3.1.3,0,0.0
471,Customer_471,57,Male,Rural,130263.59,2024-10-04 00:07:28.144311,Organic,Active,Tablet,23.94,v2.0.7,1,64.06
472,Customer_472,25,Female,Metro,91152.21,2024-11-29 00:07:28.144311,Ad Campaign,New,Desktop,13.58,v2.7.1,10,2358.59
473,Customer_473,35,Male,Metro,98417.7,2024-12-23 00:07:28.144311,Referral,Active,Tablet,26.27,v3.7.8,14,3779.43
474,Customer_474,22,Non-binary,Tier 1,113500.47,2024-11-14 00:07:28.144311,Organic,Active,Desktop,10.04,v3.6.7,2,250.48
475,Customer_475,65,Male,Tier 1,81640.53,2024-12-14 00:07:28.144311,Social Media,Active,Mobile,29.89,v1.0.6,7,710.51
476,Customer_476,33,Female,Metro,148154.48,2024-10-06 00:07:28.144311,Referral,New,Mobile,5.22,v2.4.0,8,1476.73
477,Customer_477,69,Female,Rural,127843.56,2024-10-17 00:07:28.144311,Ad Campaign,Inactive,Mobile,16.13,v1.5.3,0,0.0
478,Customer_478,58,Male,Rural,149677.36,2024-11-12 00:07:28.144311,Organic,Active,Desktop,6.59,v3.5.2,9,1135.1
479,Customer_479,21,Non-binary,Tier 1,26109.03,2024-11-19 00:07:28.144311,Organic,Active,Tablet,25.05,v3.8.4,17,3998.69
480,Customer_480,51,Male,Tier 1,71188.17,2024-11-14 00:07:28.144311,Referral,Active,Desktop,12.29,v1.1.0,6,1295.61
481,Customer_481,34,Non-binary,Tier 2,132524.26,2024-11-09 00:07:28.144311,Ad Campaign,Active,Tablet,19.95,v2.6.5,3,675.82
482,Customer_482,26,Non-binary,Tier 2,20955.9,2024-09-28 00:07:28.144311,Social Media,Active,Desktop,17.7,v3.7.2,10,1754.86
483,Customer_483,41,Male,Rural,66763.58,2024-10-29 00:07:28.144311,Referral,Active,Desktop,16.42,v2.3.2,16,1132.89
484,Customer_484,67,Non-binary,Rural,28938.01,2024-10-31 00:07:28.144311,Organic,Active,Desktop,26.85,v2.6.5,19,1209.4
485,Customer_485,45,Male,Metro,57813.99,2024-11-18 00:07:28.144311,Organic,Active,Mobile,9.82,v2.3.3,19,4655.23
486,Customer_486,62,Non-binary,Metro,41604.05,2024-10-18 00:07:28.144311,Referral,Inactive,Mobile,5.18,v2.8.6,4,650.24
487,Customer_487,27,Female,Tier 2,147882.51,2024-11-04 00:07:28.144311,Organic,New,Mobile,12.05,v1.4.0,8,494.12
488,Customer_488,48,Male,Rural,75685.73,2024-10-23 00:07:28.144311,Referral,Active,Mobile,7.8,v1.0.3,11,1620.32
489,Customer_489,23,Male,Metro,122074.68,2024-12-04 00:07:28.144311,Social Media,Inactive,Tablet,17.72,v2.5.8,4,342.81
490,Customer_490,35,Non-binary,Tier 1,143778.71,2024-12-06 00:07:28.144311,Social Media,Active,Mobile,6.37,v1.2.8,7,620.41
491,Customer_491,62,Female,Metro,53643.01,2024-11-03 00:07:28.144311,Social Media,New,Mobile,16.81,v3.5.2,12,1641.58
492,Customer_492,26,Male,Metro,125388.86,2024-10-03 00:07:28.144311,Social Media,New,Desktop,20.25,v3.3.8,16,896.16
493,Customer_493,19,Non-binary,Tier 1,110078.16,2024-12-08 00:07:28.144311,Organic,Inactive,Mobile,28.9,v3.0.6,3,222.73
494,Customer_494,21,Female,Metro,130931.23,2024-10-10 00:07:28.144311,Social Media,Active,Mobile,11.79,v2.4.1,9,2678.14
495,Customer_495,29,Female,Metro,130739.97,2024-10-11 00:07:28.144311,Referral,New,Mobile,13.67,v1.7.2,18,2420.92
496,Customer_496,37,Male,Metro,49169.79,2024-12-24 00:07:28.144311,Ad Campaign,Active,Desktop,9.64,v3.5.1,15,4376.13
497,Customer_497,44,Female,Tier 2,38128.53,2024-10-04 00:07:28.144311,Social Media,Active,Desktop,22.95,v3.3.1,5,578.11
498,Customer_498,26,Non-binary,Metro,51719.39,2024-11-04 00:07:28.144311,Referral,Active,Tablet,13.7,v3.3.8,11,991.74
499,Customer_499,31,Female,Tier 2,55551.69,2024-12-05 00:07:28.144311,Organic,New,Desktop,14.66,v1.6.8,11,3158.43
500,Customer_500,61,Female,Tier 1,60231.04,2024-12-13 00:07:28.144311,Referral,Active,Tablet,18.06,v2.0.3,6,1321.92
501,Customer_501,48,Non-binary,Rural,69515.75,2024-11-21 00:07:28.144311,Ad Campaign,Active,Mobile,23.49,v2.1.5,17,2623.91
502,Customer_502,49,Non-binary,Tier 2,37391.16,2024-10-12 00:07:28.144311,Referral,New,Mobile,13.7,v3.7.1,3,217.17
503,Customer_503,41,Male,Rural,47760.57,2024-10-17 00:07:28.144311,Social Media,Active,Desktop,17.73,v1.7.5,3,803.69
504,Customer_504,52,Non-binary,Rural,51415.66,2024-11-15 00:07:28.144311,Social Media,Active,Desktop,11.69,v1.7.3,13,3395.81
505,Customer_505,44,Female,Metro,43772.39,2024-10-05 00:07:28.144311,Organic,Inactive,Mobile,15.23,v3.5.6,2,246.96
506,Customer_506,29,Male,Rural,130732.74,2024-12-12 00:07:28.144311,Organic,Active,Mobile,20.24,v2.0.8,7,1104.62
507,Customer_507,62,Non-binary,Tier 2,53892.14,2024-09-26 00:07:28.144311,Referral,Active,Mobile,19.23,v2.3.1,2,125.58
508,Customer_508,28,Male,Tier 2,58537.84,2024-10-16 00:07:28.144311,Organic,Active,Mobile,6.32,v1.6.6,16,2620.3
509,Customer_509,23,Male,Tier 2,33807.8,2024-10-16 00:07:28.144311,Ad Campaign,Inactive,Tablet,20.71,v3.0.7,4,964.78
510,Customer_510,50,Female,Tier 1,88731.95,2024-12-07 00:07:28.144311,Ad Campaign,New,Mobile,15.88,v3.1.6,0,0.0
511,Customer_511,55,Non-binary,Tier 1,134026.58,2024-12-12 00:07:28.144311,Organic,Active,Mobile,21.24,v1.6.3,12,747.93
512,Customer_512,24,Female,Tier 2,53806.25,2024-11-17 00:07:28.144311,Organic,Inactive,Tablet,29.24,v2.2.8,18,2865.41
513,Customer_513,20,Male,Rural,105048.66,2024-10-28 00:07:28.144311,Referral,Active,Mobile,15.2,v2.1.3,10,2202.38
514,Customer_514,18,Non-binary,Tier 2,90094.84,2024-11-27 00:07:28.144311,Referral,Active,Desktop,15.98,v3.2.1,17,1123.01
515,Customer_515,27,Male,Metro,75496.31,2024-10-26 00:07:28.144311,Ad Campaign,Inactive,Tablet,11.88,v2.4.0,14,4103.99
516,Customer_516,66,Non-binary,Tier 1,106035.39,2024-09-26 00:07:28.144311,Organic,Active,Tablet,22.88,v2.7.4,14,2994.28
517,Customer_517,18,Male,Tier 2,133060.47,2024-12-12 00:07:28.144311,Social Media,Inactive,Desktop,6.92,v2.5.5,13,3697.4
518,Customer_518,25,Male,Metro,107315.83,2024-12-04 00:07:28.144311,Social Media,Inactive,Desktop,5.62,v2.1.8,15,2934.5
519,Customer_519,47,Female,Tier 1,95716.56,2024-10-06 00:07:28.144311,Social Media,Active,Tablet,15.03,v3.6.8,7,568.52
520,Customer_520,55,Female,Tier 2,126534.44,2024-10-13 00:07:28.144311,Organic,Active,Mobile,5.67,v3.0.7,4,1093.11
521,Customer_521,59,Male,Tier 2,110202.21,2024-10-20 00:07:28.144311,Organic,Active,Desktop,29.07,v2.3.8,2,401.13
522,Customer_522,23,Male,Tier 1,29202.89,2024-10-04 00:07:28.144311,Referral,Inactive,Tablet,23.69,v3.7.3,0,0.0
523,Customer_523,18,Male,Rural,144011.78,2024-12-22 00:07:28.144311,Ad Campaign,Active,Tablet,20.53,v1.0.7,9,2157.7
524,Customer_524,45,Non-binary,Metro,52939.32,2024-10-07 00:07:28.144311,Social Media,Active,Tablet,19.84,v3.2.3,10,2820.04
525,Customer_525,30,Female,Tier 2,57992.36,2024-11-14 00:07:28.144311,Ad Campaign,New,Desktop,11.31,v3.6.0,0,0.0
526,Customer_526,32,Female,Metro,99778.81,2024-11-23 00:07:28.144311,Social Media,Active,Mobile,28.64,v1.0.7,2,251.87
527,Customer_527,53,Male,Tier 2,33605.86,2024-10-28 00:07:28.144311,Referral,Active,Desktop,8.26,v3.3.4,3,275.14
528,Customer_528,53,Male,Tier 1,66028.39,2024-11-14 00:07:28.144311,Ad Campaign,Active,Mobile,10.46,v3.6.5,16,4363.9
529,Customer_529,48,Non-binary,Metro,75221.83,2024-11-06 00:07:28.144311,Organic,Active,Tablet,16.68,v1.2.6,14,3804.65
530,Customer_530,19,Non-binary,Metro,121490.91,2024-10-04 00:07:28.144311,Social Media,Active,Mobile,15.75,v3.2.4,16,1193.38
531,Customer_531,49,Female,Tier 2,42721.57,2024-11-10 00:07:28.144311,Ad Campaign,Active,Mobile,16.85,v2.8.8,17,3914.48
532,Customer_532,32,Female,Rural,122877.18,2024-10-07 00:07:28.144311,Organic,Active,Tablet,8.65,v3.2.2,17,3383.19
533,Customer_533,55,Male,Tier 1,138243.38,2024-12-05 00:07:28.144311,Ad Campaign,New,Mobile,10.29,v3.0.3,4,283.96
534,Customer_534,51,Male,Tier 1,148503.76,2024-11-10 00:07:28.144311,Organic,New,Mobile,12.49,v2.1.2,8,1084.45
535,Customer_535,20,Female,Rural,74100.92,2024-12-12 00:07:28.144311,Referral,Inactive,Desktop,6.36,v2.5.8,11,881.04
536,Customer_536,61,Non-binary,Tier 1,51682.07,2024-10-09 00:07:28.144311,Ad Campaign,Active,Tablet,22.71,v3.8.1,4,700.03
537,Customer_537,23,Female,Tier 2,58983.65,2024-12-22 00:07:28.144311,Ad Campaign,Active,Mobile,13.62,v2.0.0,3,603.23
538,Customer_538,56,Female,Tier 1,40074.05,2024-11-03 00:07:28.144311,Ad Campaign,Active,Mobile,10.91,v2.7.1,14,4059.11
539,Customer_539,37,Male,Tier 2,72880.59,2024-10-07 00:07:28.144311,Social Media,Active,Desktop,28.64,v2.2.1,9,2138.72
540,Customer_540,58,Male,Tier 2,134137.19,2024-12-09 00:07:28.144311,Referral,Active,Mobile,16.0,v1.4.0,4,458.3
541,Customer_541,30,Male,Tier 2,78251.11,2024-12-07 00:07:28.144311,Ad Campaign,New,Tablet,13.97,v3.0.0,16,3063.41
542,Customer_542,66,Female,Tier 1,137578.87,2024-09-28 00:07:28.144311,Ad Campaign,Active,Tablet,7.04,v2.5.5,5,858.54
543,Customer_543,29,Non-binary,Tier 1,90582.26,2024-12-02 00:07:28.144311,Social Media,Active,Tablet,28.25,v1.8.4,8,729.13
544,Customer_544,19,Male,Metro,141365.46,2024-10-28 00:07:28.144311,Ad Campaign,Active,Desktop,7.11,v3.5.6,15,3116.69
545,Customer_545,36,Non-binary,Tier 1,145558.77,2024-10-10 00:07:28.144311,Organic,Inactive,Mobile,22.94,v1.0.1,11,766.22
546,Customer_546,19,Male,Metro,72896.8,2024-12-01 00:07:28.144311,Referral,Active,Desktop,22.12,v2.2.5,14,2138.95
547,Customer_547,59,Male,Tier 2,67594.71,2024-11-06 00:07:28.144311,Social Media,Active,Desktop,13.46,v3.1.5,18,2735.72
548,Customer_548,46,Non-binary,Tier 1,122710.82,2024-11-30 00:07:28.144311,Social Media,New,Desktop,20.83,v2.8.5,0,0.0
549,Customer_549,59,Non-binary,Tier 1,87630.15,2024-11-11 00:07:28.144311,Social Media,New,Mobile,27.69,v2.3.2,11,2787.7
550,Customer_550,19,Female,Tier 1,145867.15,2024-10-17 00:07:28.144311,Organic,Inactive,Mobile,6.25,v1.1.7,0,0.0
551,Customer_551,63,Male,Tier 2,144847.68,2024-11-24 00:07:28.144311,Referral,Active,Tablet,22.53,v3.2.1,6,1199.04
552,Customer_552,22,Male,Metro,79743.19,2024-10-25 00:07:28.144311,Ad Campaign,Active,Mobile,17.58,v2.5.8,2,424.13
553,Customer_553,68,Male,Metro,47694.59,2024-11-07 00:07:28.144311,Organic,New,Desktop,17.96,v1.1.5,6,679.8
554,Customer_554,64,Female,Tier 2,100899.39,2024-10-02 00:07:28.144311,Referral,Active,Tablet,26.66,v2.3.1,19,2935.42
555,Customer_555,62,Female,Tier 2,145202.24,2024-09-28 00:07:28.144311,Social Media,Inactive,Mobile,7.55,v3.1.1,14,1517.92
556,Customer_556,22,Female,Rural,112775.84,2024-12-01 00:07:28.144311,Ad Campaign,Active,Desktop,15.45,v1.6.2,17,2776.39
557,Customer_557,31,Non-binary,Metro,30260.88,2024-12-04 00:07:28.144311,Organic,Active,Desktop,28.76,v2.3.2,6,811.45
558,Customer_558,35,Non-binary,Tier 1,130082.05,2024-12-07 00:07:28.144311,Organic,Active,Mobile,23.15,v3.5.2,4,727.76
559,Customer_559,42,Female,Tier 1,120511.8,2024-12-14 00:07:28.144311,Referral,Active,Mobile,16.52,v3.0.6,15,4039.91
560,Customer_560,33,Female,Rural,58804.1,2024-12-04 00:07:28.144311,Ad Campaign,Active,Mobile,9.61,v2.7.3,1,69.16
561,Customer_561,55,Non-binary,Rural,120862.46,2024-10-31 00:07:28.144311,Organic,Inactive,Mobile,23.55,v3.8.5,6,828.79
562,Customer_562,48,Non-binary,Tier 2,56633.66,2024-12-08 00:07:28.144311,Ad Campaign,Active,Tablet,9.9,v1.5.8,19,3537.92
563,Customer_563,35,Male,Tier 1,84160.68,2024-10-22 00:07:28.144311,Social Media,Active,Tablet,18.2,v2.4.2,10,2998.65
564,Customer_564,48,Male,Rural,98370.03,2024-09-29 00:07:28.144311,Referral,Active,Desktop,21.67,v1.1.1,19,1436.08
565,Customer_565,21,Female,Tier 1,34561.52,2024-10-27 00:07:28.144311,Ad Campaign,Active,Tablet,7.71,v1.4.1,17,966.75
566,Customer_566,27,Non-binary,Metro,143004.3,2024-10-23 00:07:28.144311,Social Media,Active,Mobile,23.12,v3.6.8,9,2077.49
567,Customer_567,36,Female,Metro,40122.18,2024-11-05 00:07:28.144311,Referral,Active,Tablet,16.25,v1.2.2,4,849.54
568,Customer_568,35,Male,Rural,101359.36,2024-10-05 00:07:28.144311,Referral,Active,Tablet,18.18,v3.3.1,1,230.76
569,Customer_569,46,Male,Rural,35123.12,2024-11-27 00:07:28.144311,Ad Campaign,New,Mobile,5.39,v2.2.7,5,571.04
570,Customer_570,41,Male,Rural,103564.86,2024-11-21 00:07:28.144311,Social Media,Inactive,Desktop,20.97,v1.1.8,10,681.31
571,Customer_571,24,Non-binary,Metro,139605.21,2024-09-30 00:07:28.144311,Ad Campaign,New,Mobile,28.17,v3.1.1,7,1218.9
572,Customer_572,62,Male,Rural,51658.68,2024-12-20 00:07:28.144311,Organic,Inactive,Tablet,18.0,v3.8.4,1,140.4
573,Customer_573,57,Non-binary,Tier 1,69306.84,2024-10-08 00:07:28.144311,Organic,Active,Tablet,24.52,v1.6.5,4,754.1
574,Customer_574,48,Non-binary,Tier 1,146370.31,2024-10-03 00:07:28.144311,Social Media,Active,Desktop,14.77,v3.6.1,9,2090.72
575,Customer_575,26,Non-binary,Tier 1,41996.4,2024-11-10 00:07:28.144311,Ad Campaign,New,Tablet,7.15,v3.6.6,14,1881.17
576,Customer_576,57,Female,Tier 2,70522.02,2024-12-06 00:07:28.144311,Referral,Inactive,Desktop,25.91,v1.2.5,2,195.29
577,Customer_577,35,Non-binary,Rural,85113.96,2024-11-01 00:07:28.144311,Ad Campaign,New,Mobile,28.52,v2.8.1,0,0.0
578,Customer_578,61,Non-binary,Rural,53236.61,2024-10-26 00:07:28.144311,Organic,Inactive,Desktop,25.67,v3.0.3,0,0.0
579,Customer_579,49,Male,Metro,76175.11,2024-10-29 00:07:28.144311,Ad Campaign,Active,Desktop,14.74,v3.4.5,19,4267.11
580,Customer_580,20,Female,Tier 2,111280.38,2024-11-09 00:07:28.144311,Ad Campaign,Active,Desktop,17.13,v1.5.7,4,576.19
581,Customer_581,57,Female,Rural,98141.85,2024-12-08 00:07:28.144311,Organic,Active,Tablet,11.74,v1.0.0,12,2331.56
582,Customer_582,38,Male,Tier 1,109050.79,2024-12-12 00:07:28.144311,Organic,New,Desktop,7.04,v2.8.0,8,1217.4
583,Customer_583,29,Female,Metro,50873.19,2024-09-27 00:07:28.144311,Referral,Active,Desktop,15.54,v2.6.7,7,1075.26
584,Customer_584,21,Male,Tier 1,106426.34,2024-11-20 00:07:28.144311,Organic,Active,Tablet,25.61,v3.5.7,0,0.0
585,Customer_585,56,Non-binary,Rural,39345.13,2024-10-24 00:07:28.144311,Social Media,Active,Mobile,16.46,v1.6.6,3,786.36
586,Customer_586,61,Male,Tier 1,81074.56,2024-11-27 00:07:28.144311,Social Media,Active,Desktop,17.59,v1.3.4,8,785.38
